29.169,22.952,28.737,27.683,90.593,2.9277,6.9185,34.161,22.511,4.7365,30.192,-3.7194,60.394,8.9509,47.97,15.598,19.865,29.17,10.583,45.849,24.166,20.324,18.846,7.465,3.1917,46.99,43.791,27.158,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
30.539,35.974,28.785,19.279,75.651,38.35,21.399,16.302,30.688,83.905,8.0214,13.717,5.1445,27.642,94.138,42.642,43.123,15.621,45.435,80.794,2.5247,-0.34791,5.3232,39.314,32.127,32.977,30.032,36.337,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29.945,40.211,30.191,17.13,88.501,32.545,10.822,2.8625,21.846,79.654,-1.2496,9.7349,-4.0864,16.158,85.017,38.981,50.923,16.908,31.766,82.127,-4.4543,-0.80039,-11.603,28.989,20.968,33.422,30.301,38.356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.989,10.373,28.821,78.36,13.749,28.846,46.062,29.211,45.291,9.1652,51.463,32.857,88.324,27.202,11.415,33.13,54.56,25.152,26.997,42.713,15.269,83.155,39.868,9.0109,29.698,37.215,47.649,8.1017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
22.955,3.0505,28.188,37.58,38.553,40.362,23.422,7.5211,45.656,27.043,41.345,25.437,11.734,28.168,43.34,-3.9894,18.845,22.417,6.1487,27.903,4.1978,0.80908,42.335,-1.4968,11.797,38.256,9.083,16.402,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0
0.77605,47.118,47.373,11.316,99.671,15.242,26.238,27.919,34.008,-1.2834,16.904,8.6679,28.886,28.733,3.8084,13.969,2.3527,-2.6393,2.3395,6.5686,8.6931,8.2599,33.823,42.728,57.296,37.501,-1.544,31.435,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0
21.751,5.4668,-2.271,2.1095,28.543,28.727,15.448,21.095,53.957,46.483,29.119,91.774,14.312,50.073,39.344,10.327,23.793,43.375,70.597,24.098,14.122,46.206,20.351,38.169,-7.678,17.373,37.039,5.4845,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
6.5432,48.853,51.585,26.238,103.37,15.85,24.223,26.938,36.925,3.7506,21.551,22.595,30.042,34.133,9.6868,5.0284,9.7458,11.436,2.885,10.081,18.623,20.241,41.313,35.933,53.142,44.905,5.3664,47.563,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0
25.07,5.2624,30.164,46.378,32.119,41.718,17.509,19.17,44.263,22.417,39.28,26.866,18.348,25.659,41.241,3.8133,33.691,22.486,6.5356,16.485,19.74,2.7473,43.5,7.6556,20.771,41.945,11.449,18.991,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
4.4073,43.5,52.099,27.084,92.709,24.451,26.032,25.472,46.32,4.2465,35.867,21.65,21.553,35.655,-1.33,10.659,11.86,4.0344,4.4989,7.7679,13.825,21.673,34.653,45.781,48.045,39.011,9.775,52.157,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
13.088,40.551,30.26,49.589,25.848,8.6383,43.215,3.754,39.284,17.624,43.291,39.38,43.508,76.675,27.83,44.842,16.45,51.157,17.628,26.643,25.87,14.935,6.4266,1.1098,7.4623,30.823,16.633,9.4133,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
22.676,8.3953,-0.065079,4.6916,16.949,14.541,13.547,10.911,37.93,35.758,33.007,96.194,5.1841,45.04,45.719,5.0147,15.001,43.233,69.058,17.367,14.864,47.564,25.233,42.34,3.4387,5.0656,43.931,3.1657,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
10.94,10.781,26.04,78.315,9.1035,37.996,48.755,22.917,43.711,5.7461,55.493,24.369,83.065,26.634,16.366,27.42,47.35,38.541,25.346,41.999,7.2498,82.542,37.435,6.3869,16.764,39.542,42.931,-3.8181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
15.6,39.402,28.239,59.384,13.617,9.7713,41.534,-2.6927,38.473,12.597,27.679,44.7,46.699,72.101,31.528,50.114,8.3881,40.761,4.9237,30.854,16.963,12.092,7.8248,9.356,0.049446,32.501,8.8615,12.28,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0
24.699,3.4741,32.043,36.548,33.691,41.158,27.061,8.4255,42.846,23.058,43.253,18.901,23.175,33.462,44.601,1.761,23.936,28.061,-2.1556,28.278,11.972,2.7732,42.559,13.655,5.3147,42.182,9.6112,18.193,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0
22.389,11.942,1.5421,-1.6106,27.149,36.898,22.051,11.789,42.918,43.297,30.065,100.41,13.353,53.011,37.181,0.37436,19.161,48.66,67.931,27.932,7.5566,50.325,21.229,47.112,8.701,13.11,42.338,12.414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
32.911,39.544,27.19,17.684,88.697,35.779,10.541,13.235,24.893,83.288,9.9222,24.01,-2.203,19.143,96.77,46.053,51.692,23.419,37.841,80.507,1.8966,-9.0432,12.306,53.358,27.772,46.116,34.624,35.291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
